region,asset,listed,name,symbol,update_dttm,last_page,summary,sector,industry,forum
US,Topics,NYSE,CVS Health Corporation,CVS,20230109 092629,,"{'company': ['CVS Health Corporation'], 'details': ['CVS Health', 'CVS', 'Aetna'], 'execs': ['Karen Lynch', 'Lynch']}",Healthcare,Healthcare Plans,"{'messageBoardId': 'finmb_93625', 'uuid': '51332b8f-ec73-31f1-aeb5-259d61fabb3a'}"
US,Topics,NYSE,Chevron Corporation,CVX,20230109 100127,,"{'company': ['Chevron Corporation'], 'details': ['Chevron'], 'execs': ['Michael Wirth', 'Wirth']}",Energy,Oil & Gas Integrated,"{'messageBoardId': 'finmb_98506', 'uuid': '030410ed-236a-3375-b5de-4212d6028be6'}"
US,Topics,NYSE,"CEMEX, S.A.B. de C.V.",CX,20230109 103625,,"{'company': ['S.A.B. de C.V.'], 'details': ['CEMEX'], 'execs': ['Fernando Angel Gonzalez Olivieri', 'Olivieri']}",Basic Materials,Building Materials,"{'messageBoardId': 'finmb_404061', 'uuid': '833e36d1-a5a9-3ded-b10c-85f50ced9ce7'}"
US,Topics,NASDAQ,"Caesars Entertainment, Inc.",CZR,20230109 114742,,"{'company': ['Caesars Entertainment'], 'details': ['Silver Legacy Resort Casino', 'Belle of Baton Rouge Casino and Hotel', 'Tropicana Laughlin Hotel and Casino', 'Presque Isle Downs and Casino', 'Idorado Gaming Scioto Downs', 'Tropicana Evansville', 'Gaming Scioto Downs', 'Lumiere Place Casino', 'Grand Victoria Casino', 'Isle Casino Racing Pompano Park', 'Isle Casino Waterloo', 'Isle Casino Bettendorf', 'Isle of Capri Casino Lula', 'Isle of Capri Casino Hotel Lake Charles', 'Trop Casino Greenville', 'Tropicana Casino and Resort'], 'execs': ['Thomas Reeg', 'Reeg']}",Consumer Cyclical,Resorts & Casinos,"{'messageBoardId': 'finmb_3133890', 'uuid': 'a45af203-cc8f-3f51-b380-342685e333db'}"
US,Topics,NYSE,"Dominion Energy, Inc.",D,20230109 122241,,"{'company': ['Dominion Energy, Inc.'], 'details': ['Dominion Energy', 'Dominion Energy South Carolina', 'Dominion Energy Virginia'], 'execs': ['Robert Blue', 'Blue']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_267105', 'uuid': 'f623e75a-f30e-32bb-973d-6df5b50bb7b5'}"
US,Topics,NYSE,"Delta Air Lines, Inc.",DAL,20230109 125733,,"{'company': ['Delta Air Lines, Inc.'], 'details': ['Delta Air Lines', 'Delta'], 'execs': ['Edward Bastian', 'Bastian']}",Industrials,Airlines,"{'messageBoardId': 'finmb_266311', 'uuid': 'e40ac152-3f13-3ca7-b78b-5f3b421c37a0'}"
US,Topics,NYSE,Darling Ingredients Inc.,DAR,20230109 133243,,"{'company': ['Darling Ingredients Inc.'], 'details': ['Darling Ingredients', 'Diamond Green Diesel Holdings'], 'execs': ['Randall Stuewe', 'Stuewe']}",Consumer Defensive,Packaged Foods,"{'messageBoardId': 'finmb_341990', 'uuid': '0ffa0516-129f-3ae3-ae93-47f29ec4caca'}"
US,Topics,NYSE,"DoorDash, Inc.",DASH,20230109 140624,,"{'company': ['DoorDash, Inc.'], 'details': ['DoorDash Storefront', 'DoorDash for work', 'DoorDash Marketplace', 'DoorDash', 'DashPass'], 'execs': ['Tony Xu', 'Xu']}",Communication Services,Internet Content & Information,"{'messageBoardId': 'finmb_243735719', 'uuid': 'abb5fed0-e670-3fad-a0ab-65c15b790508'}"
US,Topics,NYSE,Deutsche Bank Aktiengesellschaft,DB,20230109 144240,,"{'company': ['Deutsche Bank AG'], 'details': ['Deutsche Bank'], 'execs': ['Christian Sewing', 'Sewing']}",Financial Services,Banks—Regional,"{'messageBoardId': 'finmb_410467', 'uuid': '0a5a4d73-8606-3c6c-aac1-9c303768c7e1'}"
US,Topics,NASDAQ,"Dropbox, Inc.",DBX,20230109 151610,,"{'company': ['Dropbox, Inc.'], 'details': ['Dropbox paper', 'Dropbox Smart Sync', 'Dropbox'], 'execs': ['Andrew Houston', 'Houston']}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_49093148', 'uuid': '5fbfc9a3-585a-3585-80a5-f9a274c7403a'}"
US,Topics,NYSE,"DCP Midstream, LP",DCP,20221230 152237,,"{'company': ['DCP Midstream, LP'], 'details': [], 'execs': []}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_19109', 'uuid': '5554c816-eaa6-3201-a8cd-fa94a171542a'}"
US,Topics,NYSE,"DuPont de Nemours, Inc.",DD,20221230 155733,,"{'company': ['DuPont de Nemours, Inc.'], 'details': ['DuPont de Nemours'], 'execs': ['Edward Breen', 'Breen']}",Basic Materials,Specialty Chemicals,"{'messageBoardId': 'finmb_876067', 'uuid': 'd09068e6-99a2-3b13-b199-36bf6d44289f'}"
US,Topics,NASDAQ,"Datadog, Inc.",DDOG,20230102 174108,,"{'company': ['Datadog, Inc.'], 'details': ['Datadog'], 'execs': ['Olivier Pomel', 'Pomel']}",Technology,Software—Application,"{'messageBoardId': 'finmb_134521275', 'uuid': '085d3cdc-4322-3ea5-9645-762cfc47ec54'}"
US,Topics,NYSE,Deere & Company,DE,20230110 085115,,"{'company': ['Deere & Company'], 'details': ['Deere', 'John Deere'], 'execs': ['John May', 'May']}",Industrials,Farm & Heavy Construction Machinery,"{'messageBoardId': 'finmb_266112', 'uuid': '3a52f3c2-2ed6-3cde-9bf6-96a6c02c9e73'}"
US,Topics,NYSE,Deckers Outdoor Corporation,DECK,20230109 085126,,"{'company': ['Deckers Outdoor Corporation'], 'details': ['Deckers Outdoor', 'Koolaburra', 'HOKA Brand', 'Teva Brand', 'UGG', 'Sanuk Brand'], 'execs': ['David Powers', 'Powers']}",Consumer Cyclical,Footwear & Accessories,"{'messageBoardId': 'finmb_327333', 'uuid': '2c365afe-8616-3a0a-bf61-a0d7f1b92796'}"
US,Topics,NYSE,Dell Technologies Inc.,DELL,20230109 092629,,"{'company': ['Dell Technologies Inc.'], 'details': ['Dell Technologies', 'Dell'], 'execs': ['Michael Dell', 'Dell']}",Technology,Computer Hardware,"{'messageBoardId': 'finmb_266017', 'uuid': '04c74ad6-2535-3f70-9335-6e441ef69610'}"
US,Topics,NYSE,Diageo plc,DEO,20230109 100127,,"{'company': ['Diageo PLC'], 'details': ['Diageo', 'Johnnie Walker', 'J&B', 'Crown Royal', 'Smirnoff', 'Don Julio', 'Guinness', 'Ciroc', 'Captain Morgan', 'Ketel One', 'Tanqueray'], 'execs': ['Ivan Menezes', 'Menezes']}",Consumer Defensive,Beverages—Wineries & Distilleries,"{'messageBoardId': 'finmb_375780', 'uuid': 'b6021989-5093-36b1-aebb-d448f81fd400'}"
US,Topics,NYSE,Discover Financial Services,DFS,20230109 103625,,"{'company': ['Discover Financial Services'], 'details': ['Discover Financial', 'Diners Club', 'PULSE'], 'execs': ['Roger Hochschild', 'Hochschild']}",Financial Services,Credit Services,"{'messageBoardId': 'finmb_3695566', 'uuid': 'c1bb62b6-3c65-3e37-a0b7-15faad0bdf8d'}"
US,Topics,NYSE,Dollar General Corporation,DG,20230109 114742,,"{'company': ['Dollar General Corporation'], 'details': ['Dollar General'], 'execs': ['Todd Vasos', 'Vasos']}",Consumer Defensive,Discount Stores,"{'messageBoardId': 'finmb_266974', 'uuid': 'd7fb95a5-65d5-396f-a4fd-2a30a7231729'}"
US,Topics,NYSE,Quest Diagnostics Incorporated,DGX,20230109 122241,,"{'company': ['Quest Diagnostics Incorporated'], 'details': ['Quest Diagnostics', 'AmeriPath', 'Dermpath Diagnostics', 'Quanum', 'ExamOne'], 'execs': ['James Davis', 'Davis']}",Healthcare,Diagnostics & Research,"{'messageBoardId': 'finmb_361335', 'uuid': '566b8ec0-af61-3aa2-ba40-9735eb85bfa2'}"
US,Topics,NYSE,"D.R. Horton, Inc.",DHI,20230109 125733,,"{'company': ['D.R. Horton, Inc.'], 'details': ['D.R. Horton', 'Forestar'], 'execs': ['David Auld', 'Auld']}",Consumer Cyclical,Residential Construction,"{'messageBoardId': 'finmb_107405', 'uuid': 'd254dc65-0e21-369d-a470-c3be95306320'}"
US,Topics,NYSE,Danaher Corporation,DHR,20230109 133243,,"{'company': ['Danaher Corporation'], 'details': ['Danaher'], 'execs': ['Rainer Blair', 'Blair']}",Healthcare,Diagnostics & Research,"{'messageBoardId': 'finmb_265621', 'uuid': '295d410e-b8c1-3fcf-8a32-c618d752812e'}"
US,Topics,NYSE,HF Sinclair Corporation,DINO,20230109 140624,,"{'company': ['HF Sinclair Corporation'], 'details': [], 'execs': []}",Energy,Oil & Gas Refining & Marketing,"{'messageBoardId': 'finmb_178254', 'uuid': 'c6f564bd-7f3c-32b7-a101-637fc0daf6f2'}"
US,Topics,NYSE,The Walt Disney Company,DIS,20230109 144240,,"{'company': ['The Walt Disney Company'], 'details': ['Disney', 'Pixar', 'Disney World', 'Disney Parks', 'Disney Cruises', 'Disney Media and Entertainment Distribution', 'Linear Networks', 'Hulu', 'ESPN', 'DPEP'], 'execs': ['Robert Chapek', 'Chapek']}",Communication Services,Entertainment,"{'messageBoardId': 'finmb_191564', 'uuid': 'aef70f8f-79be-3478-9d04-39acf5bad0ef'}"
US,Topics,NASDAQ,DISH Network Corporation,DISH,20230109 151610,,"{'company': ['DISH Network Corporation'], 'details': ['DISH Network', 'DISH', 'SLING', 'Sling TV', 'Ting Mobile', 'Boost Mobile'], 'execs': ['Erik Carlson', 'Carlson']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_110001', 'uuid': 'f712f064-807c-3b14-8fbe-7d0a950d9f07'}"
US,Topics,NASDAQ,DraftKings Inc.,DKNG,20221230 152237,,"{'company': ['DraftKings Inc.'], 'details': ['DraftKings'], 'execs': []}",Consumer Cyclical,Gambling,"{'messageBoardId': 'finmb_231534', 'uuid': '1f1827f2-f0e8-38cc-9edc-89cbf2038fcc'}"
US,Topics,NYSE,"DICK'S Sporting Goods, Inc.",DKS,20221230 155733,,"{'company': [""DICK'S Sporting Goods, Inc.""], 'details': [""DICK'S Sporting Goods"", 'Public Lands and Going Going Gone!', 'GameChanger', 'Field & Stream', ""DICK'S Sporting Goods Golf Galaxy"", ""DICK'S House of Sport and Golf Galaxy Performance Center""], 'execs': ['Lauren Hobart', 'Hobart']}",Consumer Cyclical,Specialty Retail,"{'messageBoardId': 'finmb_39153321', 'uuid': '6b22995e-24c8-3077-9de7-67cb061d448b'}"
US,Topics,NYSE,"Dolby Laboratories, Inc.",DLB,20230102 174108,,"{'company': ['Dolby Laboratories'], 'details': ['Dolby', 'Dolby.io', 'Dolby TrueHD', 'Dolby Atmos', 'Dolby Vision', 'Dolby AC-4', 'Dolby Digital Plus', 'Dolby Digital', 'Dolby Voice'], 'execs': ['Kevin Yeaman', 'Yeaman']}",Industrials,Specialty Business Services,"{'messageBoardId': 'finmb_1560395', 'uuid': 'f86dff72-bc19-3fd7-9f69-1e45e2cac5bc'}"
US,Topics,NASDAQ,DLocal Limited,DLO,20230110 085115,,"{'company': ['Dlocal Ltd.'], 'details': ['Dlocal'], 'execs': []}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_713791956', 'uuid': 'd75b7290-f31b-37fa-9976-f5568944193c'}"
US,Topics,NASDAQ,"Dolphin Entertainment, Inc.",DLPN,20230109 085126,,"{'company': ['Dolphin Entertainment, Inc.'], 'details': ['Shore Fire', 'B/HI', 'Dolphin Entertainment', 'Dolphin Films'], 'execs': [""William IV O'Dowd"", ""O'Dowd""]}",Communication Services,Advertising Agencies,"{'messageBoardId': 'finmb_45513741', 'uuid': '490e0360-1c8d-30ba-805e-fed399ba07f0'}"
US,Topics,NYSE,"Digital Realty Trust, Inc.",DLR,20230109 092629,,"{'company': ['Digital Realty Trust, Inc.'], 'details': ['Digital Realty Trust', 'Digital Realty', 'Pervasive Data Center Architecture'], 'execs': ['William Stein', 'Stein']}",Real Estate,REIT—Specialty,"{'messageBoardId': 'finmb_11041860', 'uuid': 'e92c1262-a58b-39ab-9cb6-5c043b4717ed'}"
US,Topics,NASDAQ,"Dollar Tree, Inc.",DLTR,20230109 100127,,"{'company': ['Dollar Tree, Inc.'], 'details': ['Dollar Tree', 'Family Dollar'], 'execs': ['Michael Witynski', 'Witynski']}",Consumer Defensive,Discount Stores,"{'messageBoardId': 'finmb_27685', 'uuid': '93813a67-1334-34e6-a70f-a46e06dc4100'}"
US,Topics,NYSE,"Ginkgo Bioworks Holdings, Inc.",DNA,20230109 103625,,"{'company': ['Ginkgo Bioworks Holdings, Inc.', 'Spinning Eagle Acquisition Corp'], 'details': ['Ginkgo Bioworks Holdings', 'Ginkgo Bioworks', 'Spinning Eagle Acquisition'], 'execs': []}",Healthcare,Biotechnology,"{'messageBoardId': 'finmb_130407341', 'uuid': '396c983d-4290-301e-8060-ffe25e7c0eb3'}"
US,Topics,NYSE,"DigitalOcean Holdings, Inc.",DOCN,20230109 114742,,"{'company': ['DigitalOcean Holdings, Inc.'], 'details': ['DigitalOcean Holdings', 'DigitalOcean'], 'execs': ['Yancey Spruill', 'Spruill']}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_419283817', 'uuid': 'cff515a7-fa40-34a8-8327-f6cb3432ef8e'}"
US,Topics,NYSE,"Doximity, Inc.",DOCS,20230109 122241,,"{'company': ['Doximity, Inc.'], 'details': ['Doximity'], 'execs': ['Jeffrey Tangney', 'Tangney']}",Healthcare,Health Information Services,"{'messageBoardId': 'finmb_128585388', 'uuid': '08620c63-dc8a-3eb4-9b96-261c22451e32'}"
US,Topics,NASDAQ,"DocuSign, Inc.",DOCU,20230109 125733,,"{'company': ['DocuSign, Inc.'], 'details': ['DocuSign', 'DocuSign Agreement Cloud', 'DocuSign eSignature', 'DocuSign Insight'], 'execs': ['Daniel Springer', 'Springer']}",Technology,Software—Application,"{'messageBoardId': 'finmb_9817309', 'uuid': '5e06079f-4384-398e-ac3f-8ccc76c252b4'}"
US,Topics,NYSE,Dover Corporation,DOV,20230109 133243,,"{'company': ['Dover Corporation'], 'details': [], 'execs': ['Richard Tobin', 'Tobin']}",Industrials,Specialty Industrial Machinery,"{'messageBoardId': 'finmb_174901', 'uuid': '60aa4a96-8158-3a27-a662-dbc1f27c9bbb'}"
US,Topics,NYSE,Dow Inc.,DOW,20230109 140624,,"{'company': ['Dow Inc.'], 'details': [], 'execs': ['James Fitterling', 'Fitterling']}",Basic Materials,Chemicals,"{'messageBoardId': 'finmb_9830660', 'uuid': '9510e206-86db-3ea5-bd8f-fbd901232728'}"
US,Topics,NASDAQ,Amdocs Limited,DOX,20230109 144240,,"{'company': ['Amdocs Limited'], 'details': ['Amdocs'], 'execs': ['Shuky Sheffer', 'Sheffer']}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_24686', 'uuid': '52a83869-9813-3c57-a509-5262062f1612'}"
US,Topics,NYSE,"Domino's Pizza, Inc.",DPZ,20230109 151610,,"{'company': [""Domino's Pizza, Inc.""], 'details': [""Domino's Pizza"", ""Domino's""], 'execs': ['Russell Weiner', 'Weiner']}",Consumer Cyclical,Restaurants,"{'messageBoardId': 'finmb_3132512', 'uuid': 'c7ed77fd-b37c-3112-8a9e-da2f683bd945'}"
US,Topics,NYSE,"Darden Restaurants, Inc.",DRI,20221230 152237,,"{'company': ['Darden Restaurants, Inc.'], 'details': ['Darden Restaurants', 'Olive Garden', 'Scratch Kitchen', 'Prime Seafood', 'Yard House', ""Eddie V's"", 'Seasons 52', 'Bahama Breeze', ""Cheddar's"", 'Capital Burger', 'LongHorn Steakhouse', 'The Capital Grille', 'The Capital Burger'], 'execs': ['Ricardo Cardenas', 'Cardenas']}",Consumer Cyclical,Restaurants,"{'messageBoardId': 'finmb_99942756', 'uuid': '486a950d-9ad7-33de-99f6-fe8a13803a97'}"
US,Topics,NYSE,"Dynatrace, Inc.",DT,20221230 155733,,"{'company': ['Dynatrace, Inc.'], 'details': ['Dynatrace'], 'execs': ['Rick McConnell', 'McConnell']}",Technology,Software—Application,"{'messageBoardId': 'finmb_326300', 'uuid': 'fd8d77ee-3d7f-3782-9dd0-e3cdd084a8de'}"
US,Topics,NYSE,DTE Energy Company,DTE,20230102 174108,,"{'company': ['DTE Energy Company'], 'details': ['DTE Energy', 'DTE Vantage', 'DTE Sustainable Generation', 'DTE Electric', 'DTE Gas'], 'execs': ['Gerardo Norcia', 'Norcia']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_266598', 'uuid': '4ecdc022-f62f-363d-a864-478a09d23b8a'}"
US,Topics,NYSE,Duke Energy Corporation,DUK,20230110 085115,,"{'company': ['Duke Energy Corporation'], 'details': ['Duke Energy'], 'execs': ['Lynn Good', 'Good']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_267850', 'uuid': '287ba1fd-2a9f-3c6f-b4a3-3d43e46d3ee9'}"
US,Topics,NYSE,DaVita Inc.,DVA,20230109 085126,,"{'company': ['DaVita Inc.'], 'details': ['DaVita'], 'execs': ['Javier Rodriguez', 'Rodriguez']}",Healthcare,Medical Care Facilities,"{'messageBoardId': 'finmb_35644', 'uuid': '9a98f945-67ed-31a1-b380-e8d4ee6cc270'}"
US,Topics,NYSE,Devon Energy Corporation,DVN,20230109 092629,,"{'company': ['Devon Energy Corporation', 'Devon'], 'details': ['Devon Energy'], 'execs': ['Richard Muncrief', 'Muncrief']}",Energy,Oil & Gas E&P,"{'messageBoardId': 'finmb_266510', 'uuid': 'd14cc3ae-fc64-3a70-b4ac-a4ab70fd9067'}"
US,Topics,NASDAQ,"DexCom, Inc.",DXCM,20230109 100127,,"{'company': ['DexCom, Inc.'], 'details': ['Dexcom Share', 'Dexcom', 'Dexcom G6', 'Dexcom ONE', 'Dexcom G7'], 'execs': ['Kevin Sayer', 'Sayer']}",Healthcare,Medical Devices,"{'messageBoardId': 'finmb_114039', 'uuid': '3ae7c86d-714e-392b-b6fd-23c89f3c2654'}"
US,Topics,NYSE,Eni S.p.A.,E,20230109 103625,,"{'company': ['Eni'], 'details': [], 'execs': ['Lucia Calvosa', 'Calvosa']}",Energy,Oil & Gas Integrated,"{'messageBoardId': 'finmb_358534', 'uuid': '3a3ea00c-fc35-332c-adf6-e5e9a32e94da'}"
US,Topics,NASDAQ,Electronic Arts Inc.,EA,20230109 114742,,"{'company': ['Electronic Arts Inc.'], 'details': ['Electronic Arts', 'EA Sports', 'The Sims', 'Apex Legends', 'Need for Speed', 'Plants vs. Zombies', 'FIFA Online', 'Madden NFL'], 'execs': ['Andrew Wilson', 'Wilson']}",Communication Services,Electronic Gaming & Multimedia,"{'messageBoardId': 'finmb_27963', 'uuid': '96140e14-25e9-3e5a-bdce-3927751527d0'}"
US,Topics,NASDAQ,eBay Inc.,EBAY,20230109 122241,,"{'company': ['eBay Inc.'], 'details': ['eBay'], 'execs': ['James Iannone', 'Iannone']}",Consumer Cyclical,Internet Retail,"{'messageBoardId': 'finmb_27862', 'uuid': '6cf6bfa4-6efa-3ac5-bd50-e46cbdb24cb5'}"
US,Topics,NYSE,Centrais Elétricas Brasileiras S.A. - Eletrobrás,EBR,20230109 125733,,"{'company': ['Centrais Elétricas Brasileiras S.A. - Eletrobrás'], 'details': [], 'execs': []}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_875297', 'uuid': '3dc0b6da-55da-3483-ac89-4fc3be86b6e7'}"
US,Topics,NYSE,Ecopetrol S.A.,EC,20230109 133243,,"{'company': ['Ecopetrol S.A.'], 'details': ['Ecopetrol', 'Reficar S.A.', 'Reficar'], 'execs': ['Felipe Bayon Pardo', 'Pardo']}",Energy,Oil & Gas Integrated,"{'messageBoardId': 'finmb_8142536', 'uuid': '3fd6b696-867d-3022-9ded-a7868308679b'}"
US,Topics,NYSE,Ecolab Inc.,ECL,20230109 140624,,"{'company': ['Ecolab Inc.'], 'details': ['Ecolab'], 'execs': ['Christophe Beck', 'Beck']}",Basic Materials,Specialty Chemicals,"{'messageBoardId': 'finmb_268799', 'uuid': 'b28a7798-9427-3667-88f6-7cea5b4225a8'}"
US,Topics,NYSE,"Consolidated Edison, Inc.",ED,20230109 144240,,"{'company': ['Consolidated Edison, Inc.'], 'details': ['Consolidated Edison', 'Con Edison Clean Energy Businesses', 'Consolidated Edison Company of New York', 'Con Edison Transmission', 'CECONY', 'Orange and Rockland Utilities'], 'execs': ['Timothy Cawley', 'Cawley']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_263295', 'uuid': '4e67af4d-9f8c-3d24-8c2f-eead828efbf6'}"
US,Topics,NYSE,"Endeavor Group Holdings, Inc.",EDR,20230109 151610,,"{'company': ['Endeavor Group Holdings, Inc.'], 'details': ['Endeavor Group Holdings', 'Endeavor Group'], 'execs': []}",Communication Services,Entertainment,"{'messageBoardId': 'finmb_614784871', 'uuid': '0376abbd-b7ae-3ca2-9ab6-95f26ffddbfe'}"
US,Topics,NYSE,Equifax Inc.,EFX,20221230 152237,,"{'company': ['Equifax Inc.'], 'details': ['Equifax'], 'execs': ['Mark Begor', 'Begor']}",Industrials,Consulting Services,"{'messageBoardId': 'finmb_144524848', 'uuid': '20db725f-f1e9-34d7-afd5-70ed86c7f7eb'}"
US,Topics,NYSE,Edison International,EIX,20221230 155733,,"{'company': ['Edison International'], 'details': ['Southern California Edison Company', 'Edison Energy Group', 'Edison Energy', 'SCE'], 'execs': ['Pedro Pizarro', 'Pizarro']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_416620', 'uuid': '6757e1f1-6cdc-3e62-ab3c-63f3017ca366'}"
US,Topics,NYSE,The Estée Lauder Companies Inc.,EL,20230102 174108,,"{'company': ['Estee Lauder Companies Inc.'], 'details': ['Estee Lauder Companies', 'Andrew Weil', 'Le Labo', 'DKNY', 'Smashbox', 'Bobbi Brown', 'Michael Kors', 'RODIN olio lusso', 'Editions de Parfums Frederic Malle', 'GLAMGLOW', 'Tommy Hilfiger', 'BECCA', 'Donna Karan New York', 'Kiton', 'Dr. Andrew Weil', 'Smashbox', 'By Kilan', 'Too Faced', 'Dr. Jart+', 'MAC', 'Kilian', 'Aramis', 'Clinique', 'Estee Lauder', 'Darphin', 'Ermenegildo Zegna', 'Jo Malone London', 'Lab Series', 'Bumble and bumble', 'Origins', 'La Mer', 'AERIN', 'Aveda', 'Tom Ford'], 'execs': ['Fabrizio Freda', 'Freda']}",Consumer Defensive,Household & Personal Products,"{'messageBoardId': 'finmb_207221', 'uuid': 'd4e8bee5-0f20-33fb-8ed5-daaf3c41980d'}"
US,Topics,NYSE,Elanco Animal Health Incorporated,ELAN,20230110 085115,,"{'company': ['Elanco Animal Health Incorporated'], 'details': ['Elanco Animal Health', 'Credelio', 'Trifexis', 'Interceptor Plus', 'Baytril', 'Elanco', 'Advantix', 'Maxiban', 'Rumensin', 'Seresto'], 'execs': ['Jeffrey Simmons', 'Simmons']}",Healthcare,Drug Manufacturers—Specialty & Generic,"{'messageBoardId': 'finmb_576158911', 'uuid': 'a5861b57-5b0a-3cea-90c2-eb94168560e1'}"
US,Topics,NYSE,Companhia Paranaense de Energia - COPEL,ELP,20230109 085126,,"{'company': ['Companhia Paranaense de Energia', 'Copel'], 'details': [], 'execs': ['Daniel Pimentel Slaviero', 'Slaviero']}",Utilities,Utilities—Diversified,"{'messageBoardId': 'finmb_392996', 'uuid': 'e311fe35-247e-38fd-a7ff-06ab022242db'}"
US,Topics,NYSE,"Equity LifeStyle Properties, Inc.",ELS,20230109 092629,,"{'company': ['Equity LifeStyle Properties, Inc.'], 'details': ['Equity LifeStyle Properties'], 'execs': ['Marguerite Nader', 'Nader']}",Real Estate,REIT—Residential,"{'messageBoardId': 'finmb_31097', 'uuid': 'b8b4a9f4-e136-3bfd-9682-a39c5804d121'}"
US,Topics,NYSE,"Elevance Health, Inc.",ELV,20230109 100127,,"{'company': ['Anthem, Inc.'], 'details': ['Elevance Health', 'Elevance', 'Carelon', 'Wellpoint', 'Anthem Blue Cross', 'Anthem Blue Shield'], 'execs': ['Gail Boudreaux', 'Boudreaux']}",Healthcare,Healthcare Plans,"{'messageBoardId': 'finmb_160077', 'uuid': 'ef95fe16-ab58-3a64-abea-ec93e2c4db62'}"
US,Topics,NYSE,Eastman Chemical Company,EMN,20230109 103625,,"{'company': ['Eastman Chemical Company', 'Eastman'], 'details': ['Eastman Chemical'], 'execs': ['Mark Costa', 'Costa']}",Basic Materials,Specialty Chemicals,"{'messageBoardId': 'finmb_109103', 'uuid': '53160944-e94b-3431-9a58-cabc22d8b8b2'}"
US,Topics,NYSE,Emerson Electric Co.,EMR,20230109 114742,,"{'company': ['Emerson Electric Co.'], 'details': ['Emerson Electric'], 'execs': ['Surendralal Karsanbhai', 'Karsanbhai']}",Industrials,Specialty Industrial Machinery,"{'messageBoardId': 'finmb_269231', 'uuid': '8d4c0b2c-ef25-3d21-ab68-0366c8b1c6bf'}"
US,Topics,NYSE,Enbridge Inc.,ENB,20230109 122241,,"{'company': ['Enbridge Inc.'], 'details': ['Enbridge'], 'execs': ['Albert Monaco', 'Monaco']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_280420', 'uuid': 'a7b86ed3-e1eb-3c8d-9f9c-b0e44cd14718'}"
US,Topics,NASDAQ,"Enphase Energy, Inc.",ENPH,20230109 125733,,"{'company': ['Enphase Energy, Inc.'], 'details': ['Enphase Energy', 'Enphase Home Energy Solution', 'Envoy Communications Gateway', 'Enphase AC Battery', 'Enphase Enlighten'], 'execs': ['Badrinarayanan Kothandaraman', 'Kothandaraman']}",Technology,Solar,"{'messageBoardId': 'finmb_40485464', 'uuid': '5e94a4bb-e413-3d84-9d5f-c49df8281b53'}"
US,Topics,NASDAQ,"Entegris, Inc.",ENTG,20230109 133243,,"{'company': ['Entegris'], 'details': [], 'execs': ['Bertrand Loy', 'Loy']}",Technology,Semiconductor Equipment & Materials,"{'messageBoardId': 'finmb_416404', 'uuid': 'a4a0c42a-974d-39af-a918-3cca5ffb2380'}"
US,Topics,NYSE,"EOG Resources, Inc.",EOG,20230109 140624,,"{'company': ['EOG Resources, Inc.'], 'details': ['EGO Resources', 'EOG'], 'execs': ['Ezra Yacob', 'Yacob']}",Energy,Oil & Gas E&P,"{'messageBoardId': 'finmb_269660', 'uuid': 'd1bb52dc-b58a-35ed-be21-e5c7f866adf9'}"
US,Topics,NYSE,"EPAM Systems, Inc.",EPAM,20230109 144240,,"{'company': ['EPAM Systems'], 'details': ['EPAM'], 'execs': ['Arkadiy Dobkin', 'Dobkin']}",Technology,Information Technology Services,"{'messageBoardId': 'finmb_4773318', 'uuid': 'c494882a-2c40-3dfb-ba2d-3df7085d9923'}"
US,Topics,NYSE,Enterprise Products Partners L.P.,EPD,20230109 151610,,"{'company': ['Enterprise Products Partners L.P.'], 'details': ['Enterprise Products Partners'], 'execs': ['Randall Fowler', 'Fowler']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_388763', 'uuid': '49c5f237-0102-343f-89f3-952b807d2f2e'}"
US,Topics,NYSE,"Equitable Holdings, Inc.",EQH,20221230 152237,,"{'company': ['Equitable Holdings, Inc.'], 'details': ['Equitable Holdings'], 'execs': ['Mark Pearson', 'Pearson']}",Financial Services,Insurance—Diversified,"{'messageBoardId': 'finmb_36005', 'uuid': '84473062-10a0-372a-894b-7d774799df1a'}"
US,Topics,NASDAQ,"Equinix, Inc.",EQIX,20221230 155733,,"{'company': ['Equinix, Inc.', 'Equinix'], 'details': [], 'execs': ['Charles Meyers', 'Meyers']}",Real Estate,REIT—Specialty,"{'messageBoardId': 'finmb_305304', 'uuid': '7aca5ec6-18f7-3173-a8dc-d7014cf9bdcf'}"
